#OTU ID	700023057	700023179	700023299	700023389	700023503	700023597	700023652	700023814	700023985	700024034	700024252	700024348	700024699	700024916	700024965	700037041	700037133	700037246	700038120	700038402	700038751	700038864	700038912	700103288	700103497	700105106	700105163	700105410	700105476	700105630	700105676	700105790	700105892	700105932	700105982	700106075	700106405	700114381	700021140	700021293	700021890	700023232	700023445	700023549	700023699	700023870	700023933	700024095	700024146	700024199	700024305	700024410	700024458	700024554	700024602	700024644	700024749	700024796	700024863	700037696	700038352	700038491	700038587	700038965	700103572	700105047	700106347	700106502	700106560	700106710	700106866	700106939	700113022	700113064	700114009	700114338
OTU_97.44950	4	6	16	11	8	1	5	4	2	6	0	0	8	3	4	0	1	0	1	0	4	1	0	37	3	1	0	3	0	3	1	3	12	0	13	3	19	1	2	6	0	3	1	1	6	0	3	0	3	1	6	0	1	5	12	0	7	2	0	5	5	13	6	7	0	2	7	13	7	0	2	118	11	4	12	2
OTU_97.119	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	23	0	0	329	106	7	0	0	130	0	313	0	0	0	16	0	0	30	0	0	0	0	0	0	0	36	0	14	0	8	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	123	16	104	0	0	1	11	0	0	454	0	0
OTU_97.103	14	6	0	0	3	0	0	0	2	0	1	0	0	2	1	6	0	9	5	0	6	1	2	0	0	0	9	0	1	1	5	1	0	4	0	0	0	2	0	1	0	0	3	0	0	0	4	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	12	0	0	0	3	0	0	0	0	0	0	1
OTU_97.13113	18	8	0	0	7	1	0	0	2	0	0	0	1	1	1	0	0	3	2	0	0	0	3	0	1	1	14	1	0	0	2	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	1	0	0	0	0	0
OTU_97.21594	11	1	2	0	3	2	1	1	2	0	0	2	1	2	1	8	0	25	13	0	27	2	16	0	3	0	4	7	0	5	11	5	1	0	0	5	0	0	5	1	0	0	2	0	0	0	1	1	0	3	0	0	0	0	1	0	0	0	1	0	3	1	0	2	0	0	0	0	3	0	1	0	0	0	0	1
OTU_97.21561	0	5	2	4	2	0	0	2	0	7	2	0	20	0	3	1	0	0	0	0	1	1	0	3	23	6	5	4	10	1	0	0	1	0	6	1	2	0	1	4	3	4	6	7	10	0	2	2	1	0	2	0	2	1	1	0	1	1	1	1	3	4	1	2	1	3	4	1	1	6	0	4	3	0	5	1
OTU_97.37277	4	5	4	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	1	0	12	4	1	3	2	4	1	0	5	9	0	4	2	3	0	0	1	1	1	1	2	1	0	1	11	1	0	1	0	3	14	0	0	0	0	0	0	0	0	3	5	4	1	2	4	8	4	1	35	2	0	1	0
OTU_97.42114	0	4	23	6	2	1	0	3	0	7	0	1	17	1	4	5	1	3	4	1	9	2	0	3	18	5	6	7	9	1	1	0	1	2	11	0	1	1	3	3	0	5	3	6	16	2	1	9	5	0	2	0	6	16	4	1	14	1	1	8	3	22	14	5	3	8	3	0	1	3	2	8	13	1	9	2
OTU_97.20802	3	0	3	0	1	0	6	1	2	0	0	0	0	2	0	0	0	1	3	0	8	0	0	11	0	0	0	11	0	0	7	1	2	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	13	0	1	0	0	0	0	0	13	9	0	0	0	1	0	0	0	10	6	5	28	3
OTU_97.34571	4	2	3	16	5	0	10	4	0	4	1	0	6	0	0	0	0	0	0	0	2	0	0	17	0	0	0	4	0	0	0	3	7	0	1	0	4	0	2	6	0	5	3	3	6	2	4	1	7	0	8	0	0	0	18	0	0	5	0	1	0	9	3	1	2	0	2	7	2	0	1	32	2	1	2	0
OTU_97.35058	8	13	23	33	11	3	22	8	6	35	8	6	28	9	5	26	1	12	15	0	31	1	4	35	32	19	12	5	16	7	2	2	10	4	42	8	15	0	10	10	6	18	14	21	30	10	9	4	23	9	40	3	4	45	28	10	9	17	1	18	11	21	41	20	2	12	8	5	5	5	5	74	40	13	14	5
OTU_97.34173	0	1	3	5	2	1	0	1	0	5	3	0	11	0	2	0	0	0	0	0	5	1	1	6	13	1	2	3	4	0	1	0	5	0	9	0	7	0	1	2	0	7	0	3	9	0	0	10	3	0	7	0	3	6	2	2	4	2	0	4	4	3	10	7	0	4	1	2	2	2	2	33	7	2	3	0
OTU_97.42356	349	118	408	281	105	90	76	64	16	120	65	22	702	30	104	128	84	114	202	39	131	143	15	228	594	334	247	180	444	81	40	25	65	30	385	54	88	4	123	175	37	152	83	116	283	106	167	299	289	17	502	54	116	524	226	138	294	203	109	307	185	179	253	159	237	222	140	36	57	226	92	505	95	42	308	19
OTU_97.35347	12	1	13	1	0	0	8	0	0	0	0	0	0	0	0	2	0	2	0	0	19	0	1	23	1	1	0	27	0	0	5	4	22	0	0	0	7	3	0	0	0	1	0	1	1	16	0	1	1	0	2	0	0	1	15	0	0	0	2	1	0	1	50	14	7	0	0	6	5	1	0	29	22	6	33	2
OTU_97.33840	0	13	0	1	0	1	3	0	0	19	0	0	6	2	2	1	0	0	1	1	3	0	0	5	4	0	0	4	1	1	0	0	1	0	9	2	3	0	0	1	3	34	7	13	20	0	1	7	0	0	1	0	3	4	3	2	1	0	1	3	0	0	7	2	0	1	0	0	0	0	0	18	16	5	7	5
OTU_97.42482	13	4	61	28	11	17	7	4	0	11	1	1	36	5	7	35	5	19	66	17	50	40	1	144	71	39	17	43	57	31	3	6	38	4	187	25	64	3	6	12	4	11	4	5	16	7	7	43	10	1	11	2	30	198	15	2	13	5	8	14	15	7	90	70	28	28	49	36	20	24	24	391	103	31	89	10
OTU_97.42074	2	16	45	22	18	3	17	7	1	23	23	2	66	5	8	16	6	3	13	4	17	3	4	23	43	27	16	7	106	8	0	0	9	7	46	3	5	2	20	23	10	25	11	19	48	13	16	17	27	2	74	7	17	78	37	28	65	40	6	33	34	11	53	20	10	25	14	16	6	25	9	55	30	8	22	6
OTU_97.44994	1	1	19	42	13	1	30	9	4	1	21	1	23	11	3	5	1	4	10	1	10	1	1	34	33	24	5	7	30	3	0	2	10	3	20	3	9	0	15	24	0	1	0	1	4	4	15	4	18	3	60	3	1	14	46	14	15	9	5	17	6	19	14	15	1	6	2	7	9	10	3	70	7	3	16	2
OTU_97.37453	1	4	7	9	4	0	3	1	0	3	0	1	9	0	1	1	1	0	1	0	5	0	0	15	2	6	1	2	5	1	0	2	6	0	7	2	9	0	2	0	2	7	1	3	6	1	3	1	4	1	3	0	3	9	4	2	1	0	1	2	1	4	6	5	2	2	2	2	0	1	1	45	7	5	9	1
OTU_97.42457	6	25	40	89	33	3	32	15	2	43	14	0	87	6	14	19	5	6	15	8	93	15	7	186	51	29	10	39	39	14	3	6	55	5	183	19	70	1	26	41	10	30	18	36	39	11	23	24	39	1	48	2	26	121	50	20	27	21	8	34	18	59	160	107	6	19	52	42	38	10	17	440	119	38	89	16
OTU_97.52	0	0	0	0	0	16	0	0	0	0	0	0	0	2	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	1	0	0	0	4	0	0	0	0	0
OTU_97.43685	5	0	33	0	4	18	2	4	27	0	0	4	0	1	2	0	56	0	5	1	0	34	0	5	2	85	12	9	4	6	2	0	1	0	0	32	0	9	12	2	14	0	20	10	32	9	0	84	0	7	0	70	13	0	0	0	0	2	19	9	6	0	18	0	0	0	39	18	32	1	41	0	13	0	0	36
OTU_97.38230	0	0	4	2	0	9	0	0	2	0	0	1	0	0	0	0	23	0	3	0	0	4	0	1	0	32	4	2	1	1	2	0	0	0	0	2	0	4	4	0	7	0	1	3	8	3	0	11	0	0	0	15	4	0	0	0	0	0	1	7	3	0	10	0	0	6	4	1	2	1	7	0	2	0	0	10
OTU_97.43549	4	0	14	0	1	1	0	0	6	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	1	19	3	2	0	0	3	0	0	0	0	6	0	4	0	0	6	0	11	2	22	2	0	6	0	0	0	10	3	0	0	0	1	0	3	2	1	0	3	0	0	0	5	2	0	0	4	0	1	0	0	6
OTU_97.43162	1	0	3	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	2	1	0	0	0	1	0	2	1	0	6	0	1	0	15	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	3	7	1	1	0	7	0	0	24
OTU_97.32873	1	0	8	0	0	0	0	2	0	0	0	1	0	0	0	0	6	0	1	0	0	0	0	0	0	13	1	1	1	3	2	0	0	0	0	4	0	2	5	0	1	0	0	2	8	2	0	7	0	0	0	13	2	0	0	0	0	0	3	2	3	0	5	0	0	1	5	0	1	0	2	0	1	0	0	10
OTU_97.43686	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	12	4	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.43147	26	0	75	1	14	66	1	7	81	0	0	27	2	2	4	0	265	0	30	13	1	144	1	2	9	338	39	42	12	20	23	0	0	1	0	73	0	19	77	11	34	0	57	17	86	24	3	186	1	6	1	193	36	1	0	4	1	2	55	42	24	0	63	0	1	7	72	14	24	2	81	0	44	0	4	109
OTU_97.39651	0	0	11	0	1	3	0	0	8	0	0	0	0	0	0	0	5	0	1	0	0	4	0	1	2	9	1	1	0	3	1	0	0	0	0	7	0	12	5	0	2	0	8	1	11	4	0	12	0	0	0	8	2	0	0	0	0	0	3	0	0	0	7	0	0	0	1	1	2	0	7	0	13	0	0	41
OTU_97.40646	46	0	124	0	0	25	0	1	58	0	26	105	37	0	60	1	95	0	21	132	1	11	0	3	0	14	30	2	27	6	2	0	7	30	38	1	0	5	0	5	0	28	0	17	44	19	5	10	0	21	0	78	40	34	1	0	0	3	0	25	125	0	84	0	108	0	27	2	8	61	5	0	22	0	8	29
OTU_97.24645	19	2	0	0	0	0	0	0	1	0	0	7	0	0	45	0	5	0	1	89	0	0	0	3	0	0	9	1	19	0	0	0	0	5	0	0	0	1	1	4	0	0	0	0	13	0	3	2	0	2	0	0	0	0	1	0	0	0	0	0	17	0	10	0	186	0	5	0	3	0	0	0	0	0	0	0
OTU_97.37186	0	0	0	0	0	2	0	0	1	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	8	1
OTU_97.38443	20	2	0	0	0	0	0	1	0	0	3	8	0	0	5	1	11	0	4	128	0	0	0	12	0	1	10	11	24	0	5	0	0	8	0	0	0	2	6	0	0	0	0	0	5	0	2	4	0	5	0	0	0	0	1	0	0	0	0	5	6	0	4	0	40	0	15	0	6	0	0	0	0	0	12	0
OTU_97.43240	4	0	11	0	0	1	0	0	3	0	0	1	0	0	1	0	5	0	0	4	0	0	0	0	0	0	12	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	2	0	9	0	3	1	0	0	0	0	1	0	0	2	0	12	0	58	0	7	0	0	0	1	0	1	0	0	6
OTU_97.29249	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	13	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	1	0
OTU_97.5096	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	21	0	0	0	0	1	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	2	0	0	0	23	0
OTU_97.21369	5	0	0	0	0	1	0	0	0	0	2	2	1	1	2	0	4	0	1	27	0	0	0	0	0	0	3	4	6	0	1	0	0	0	1	0	0	6	1	0	0	1	0	0	2	2	0	3	0	0	0	0	0	3	0	0	0	0	0	2	3	0	9	0	90	0	8	0	0	0	0	0	0	0	4	0
OTU_97.81	0	26	3	0	0	3	0	41	37	1	2	130	38	0	55	14	75	1	23	0	0	2	16	0	34	5	28	0	0	3	13	0	3	2	0	0	0	18	55	12	0	15	3	0	30	7	0	1	0	24	0	8	52	56	0	17	0	0	0	0	9	0	69	0	1	0	0	0	7	5	0	0	33	0	2	4
OTU_97.35745	3	3	4	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	13	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	1	0	21	0	0	0	1	0	0	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	23	0	2	0	2	0	0	0	0	0	2	0
OTU_97.6871	0	6	1	0	0	0	0	25	18	0	0	50	10	0	1	0	18	0	3	0	0	0	3	0	2	0	0	0	0	1	20	0	0	0	0	0	0	8	23	2	0	3	0	0	1	2	0	0	0	9	0	2	0	5	0	20	1	0	0	0	1	0	12	0	0	0	0	0	9	0	0	0	11	0	3	2
OTU_97.20326	0	0	0	0	0	0	0	0	0	0	0	10	11	0	1	2	5	0	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	2	0	0	0	0	0	0	0
OTU_97.30684	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	13	0	0	3	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	1	0	25	1	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0	0	16	0	4	0	0	0	0	0	0	0	0	0	0	0
OTU_97.28630	5	0	0	0	0	0	0	0	1	0	2	2	0	0	2	0	11	0	0	41	0	0	0	1	0	0	2	2	2	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	7	0	80	0	6	0	2	0	0	0	0	0	3	0
OTU_97.14242	0	4	6	0	0	5	0	0	0	0	0	31	1	0	4	0	98	2	0	0	0	2	0	0	0	0	24	0	0	15	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	14	1	0	7	0	9	0	0	0	0	0	0	0	0	0	0	10	0	169	0	15	0	0	0	4	0	0	0	0	0
OTU_97.214	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	40	0	0	11	0	0	0	0	0	0	0	52	0	0	0	7	0	0	4	1	0	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
OTU_97.202	1	0	79	0	0	0	0	0	0	0	0	0	27	0	0	0	3	0	0	2	0	7	0	10	41	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	62	0	4	0	0	0	40	0	0	1	8	173	0	0	0	0	1	4	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	5	0
OTU_97.37932	0	0	51	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	3	0	10	0	14	11	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	9	0	1	0	0	0	16	0	0	0	0	36	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0
OTU_97.17117	0	0	15	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	26	0	0	0	2	0	0	5	0	0	0	0	0	6	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_97.27156	1	0	48	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	10	0	5	1	0	0	3	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.6434	0	0	6	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	0	0	23	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.21554	0	0	4	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_97.30381	0	0	26	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	3	25	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	4	0	1	2	0	0	9	0	0	0	0	30	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_97.40123	0	1	0	0	0	11	0	3	0	0	2	2	0	3	9	0	3	0	0	0	0	17	17	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.341	0	1	1	0	0	17	0	38	0	0	2	8	5	36	12	0	4	0	0	0	0	14	38	0	0	0	0	0	1	8	34	5	1	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	1	0	1	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_97.7035	0	8	3	2	0	0	0	4	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	6	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.27773	0	25	17	12	0	0	0	22	0	0	2	1	0	7	2	17	11	0	0	0	0	0	0	1	47	0	0	0	0	1	0	0	13	0	0	3	0	1	0	3	0	0	0	1	0	0	0	1	0	0	0	0	20	14	0	6	1	0	0	5	0	0	102	0	0	0	1	0	0	12	0	1	0	0	0	0
OTU_97.186	0	80	25	43	0	0	0	216	0	0	4	6	0	27	2	71	102	0	0	2	0	10	0	1	172	1	0	0	0	2	0	0	34	0	0	4	0	6	0	10	0	0	0	1	0	0	1	11	0	0	0	1	82	125	0	76	12	0	0	38	0	0	409	0	0	1	3	0	0	28	0	0	0	0	0	0
OTU_97.5397	0	5	4	1	0	0	0	4	0	0	1	2	0	14	0	1	4	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	11	0	0	4	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	12	11	0	23	1	0	0	0	0	0	50	0	0	0	3	0	0	1	2	0	0	0	0	1
OTU_97.16755	0	2	2	0	0	0	0	1	0	0	0	0	0	1	0	14	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	1	0	0	0	4	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.32756	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	11	0	0	1	0	0	3	0	0	0	0	0	0	1	5	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0
OTU_97.35794	0	10	7	1	2	5	1	0	0	0	0	5	0	6	16	4	1	1	29	0	1	3	0	4	0	0	22	6	9	3	0	1	1	31	8	3	2	6	15	0	3	5	4	3	4	1	0	8	3	1	0	6	12	9	1	20	0	2	4	13	23	0	8	0	24	40	14	22	0	9	1	0	9	0	3	5
OTU_97.43658	3	11	12	0	2	0	0	0	0	2	0	0	0	0	0	1	1	1	9	0	0	2	0	1	0	0	5	5	3	0	0	0	1	4	1	1	3	2	1	0	2	8	2	6	1	2	0	2	0	0	0	0	8	3	1	1	0	1	2	3	7	0	3	0	9	5	3	10	0	1	1	0	6	2	0	2
OTU_97.19244	0	0	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	2	0	0	1	0	0	0	0	16	0	4	1	0	0	0	18	2	3	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	1	0	0	1	2	0	0	1	0	5	32	3	2	1	6	0	0	1	1	0	0
OTU_97.43676	14	11	77	2	44	43	1	1	1	4	4	20	2	98	6	3	8	8	12	166	5	17	85	0	4	1	57	2	60	17	5	0	16	110	16	6	72	4	50	1	3	31	5	11	17	0	46	13	4	6	7	75	45	5	6	10	1	2	6	1	88	0	24	0	54	202	20	2	5	34	3	0	4	9	0	15
OTU_97.29641	33	3	23	13	19	13	6	0	24	1	13	5	10	15	53	90	28	19	64	27	3	11	6	6	2	1	48	34	15	3	8	2	5	100	23	6	27	31	64	20	1	10	11	13	22	2	29	20	9	20	1	29	32	30	12	59	0	17	8	45	172	0	80	0	30	28	100	27	19	25	6	1	16	57	11	37
OTU_97.36734	13	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	4	0	0	0	1	0	0	0	0	1	1	2	0	0	0	2	0	0	0	0	1	0	1	2	0	0	1	0	4	0	2	0	1	0	0	8	2	0	0	0	1	14	0	1
OTU_97.1072	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	1	0	1	0	1	0	0	0	3	1	1	1	5	0	0	0	1	1	0	1	2	0	2	0	0	0	0	1	5	0	0	0	0	0	0	0	2	0	3	0	15	2	3	0	4	3	1	1	0	18	0	3
OTU_97.31	3	27	35	6	4	9	3	0	1	5	0	1	1	28	31	2	3	2	22	4	1	14	0	3	0	0	39	4	22	5	5	0	7	45	17	9	15	8	54	5	12	30	21	13	7	3	1	17	3	2	0	13	44	6	3	15	0	1	1	33	51	0	26	0	48	81	29	37	2	17	7	0	22	3	4	5
OTU_97.31235	3	42	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	2	0	0	19	22	20	29	12	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	1	1	3	0	0	1	1	0	0	6	0	0
OTU_97.31079	7	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	1	0	0	1	21	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	22	0	4
OTU_97.30180	55	5	7	3	21	8	5	2	5	0	3	5	1	5	6	8	1	21	16	4	2	21	14	2	6	2	38	3	42	2	0	0	14	35	19	10	18	2	11	2	0	2	4	6	1	1	5	18	0	2	2	49	84	14	4	12	0	1	2	14	20	1	30	0	10	37	45	7	17	18	4	0	3	97	0	12
OTU_97.14702	0	0	13	0	0	5	0	0	0	0	0	0	1	11	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	1	5	1	0	1	1	0	0	0	0	0	0
OTU_97.43326	2	0	3	0	0	1	0	0	8	0	0	1	2	0	10	8	14	0	2	1	0	2	0	2	0	0	3	14	0	0	0	1	1	58	5	5	1	14	3	1	1	0	1	0	20	0	4	1	0	3	0	0	0	1	0	7	0	5	1	1	17	0	6	0	26	4	9	1	2	0	0	1	0	0	0	7
